"","text"
"9703.content","rt khateebdimashqi appar death isi nd command announc today us actual die"
"9704.content"," biggest murtad"
"9705.content","rt eplc imam anwar alawlaki establish islam state iraq"
"9706.content","rt khateebdimashqi karadz year trial year prison sentenc hard justic muslim male slaughter"
"9707.content","rt khateebdimashqi mani tortur mani bosnian muslim women rape justic come afterlif now"
"9708.content","rt khateebdimashqi bashar regim taken intern court rather see lynch mob damascus"
"9709.content","danieleraineri couldnt take"
"9710.content","rt jazrawijoulan islam state dedic bomb belgium reveng bomb mosul univers"
"9711.content","rt qareeban"
"9712.content","waqarhu lose belli fat get big time lol"
"9713.content","remi alhamdulillah good hear bro usual khusra clown curri belli lol"
"9714.content","rt pieternanninga releas first offici video celebr brusselsattack present retali kill muslim ht"
"9715.content","rt qareeban abu hamza almuhajir said today kuffar step hijab chast woman heard rape"
"9716.content","director general unesco happi assad regim close palmyra"
"9717.content"," imbecil think unit nation amp institut relat want good syrian revolut"
"9718.content","rt archicivilian new map battl southwest daraa syria opposit amp isisoffshoot march"
"9719.content","rt romaincaillet aprè vérific abu abdallah albaljiki avait déjà menacé la franc et la belgiqu dan une vidéo début"
"9720.content","even though sever disagre brother jn ask allah accept grant alfirdaw"
"9721.content","rt maghrebihd director general unesco happi assad regim close palmyra"
"9722.content","rt maghrebihd imbecil think unit nation amp institut relat want good syrian re"
"9723.content","remi one gym play dawla nashe someon donat cd lmao khusra dog must hurn"
"9724.content","dxcorcist explain last part"
"9725.content","taliban condemn brussel attack long gone day mulla omar rh"
"9726.content","mashaallah fsa report gain vs say w support coalit led us amp russia russia russia"
"9727.content"," know oper rafida lol"
"9728.content"," secur situat europ coalitionprogress"
"9729.content"," progress fsa alqaesa dara lol air strike progress pathet syrian alqaeda love life suicid bomb"
"9730.content","massiv inghimasi op southbaghdad led shia militia kill wound amp highrank offic kill"
"9731.content","ahmad alvizi go read bio first final say mulla omar dead"
"9732.content","thank america thank obama thank alsalool milk factori rememb back day"
"9733.content","remi lol guy lol"
"9734.content","saksentrot unesco shame philosophi there anyth true bio"
"9735.content","rt gdvdrer"
"9736.content","here video show taliban fighter reaction year ago heard radio london bomb"
"9737.content","rt outkufrlawz u grow turkey gov influenc smoke crack u tend becom like abu idri"
"9738.content","amaqag martyrdom oper explos belt popular mobil militiamen haswah area south baghdad"
"9739.content","rt maghrebihd here video show taliban fighter reaction year ago heard radio london bomb"
"9740.content","rt maghrebihd taliban condemn brussel attack long gone day mulla omar rh"
"9741.content",""
"9742.content"," palestinian issu someth think day night sheikh anwar alawlaki"
"9743.content","rt anaksabil abuh baqiyahkhilafa bvrnasha bentmhr pajaraverd"
"9744.content"," new taliban sahawat"
"9745.content","rt ghnimah"
"9746.content","ahmad alvizi erm true come"
"9747.content","rt baqiyahkhilafa palestinian issu someth think day night sheikh anwar alawlaki"
"9748.content","rt middleeastey massiv suicid bomb rock yemen aden yemen"
"9749.content","rt tabugharsa refus interview muslim endors massacr muslim yeah shocker"
"9750.content","rt ayla"
"9751.content","everi time suppos kill local command brand isi n leader youd think ns ns"
"9752.content","rt nussaibah us marin fire illumin roundsartilleri iraqi troop liber villag near makhmour ir"
"9753.content","coalitionprogress"
"9754.content","read"
"9755.content","rt lionfais pool blood syria one care becoz brussel pari muslimslivematt waronmuslim"
"9756.content","rt conflict break isi claim baghdad suicid bomb attack footbal stadium ritakatz"
"9757.content"," can im limit dunya im live al akhira sheikh anwar alawlaki rahimahullah"
"9758.content","here translat tweet"
"9759.content","rt conflict updat least kill aden suicid bomb yemeni offici alarabiyaeng"
"9760.content","ha ha true"
"9761.content","here whos tweet hey offici enough"
"9762.content","amaqag"
"9763.content","amaqag"
"9764.content","rt pajaraverd back break time"
"9765.content","rt conflict video fsa make ground isi northern aleppo syria help usaf"
"9766.content","biladfransa sa rest quand même de la propagand non"
"9767.content","amaqag"
"9768.content","amaqag"
"9769.content","moment islam state locat elimin hashd shii command fighter footbal game"
"9770.content","rt sakker jazrawijoulan work samsung store get galaxi phone want"
"9771.content"," awkward moment realiz assad will invit un call hero liber palmyra"
"9772.content","amaqag istishhadi attack follow inghimasi attack saudi coalit hq aden yemen least kill"
"9773.content","mousaalomar"
"9774.content","palmyrarev thank great job"
"9775.content","rt palmyrarev palmyra today regim amp militia acheiv advanc refut alleg control c"
"9776.content","break amaqag massiv martyrdom oper assault saudi coalit base aden kill"
"9777.content","allaaahu akbar saudi apost coalit kill islam state"
"9778.content","ibnsayyid romaincaillet oui"
"9779.content","benedictiotuco romaincaillet arab"
"9780.content","rt romaincaillet cher ami jinterviendrai ce soir à h sur aljazeera"
"9781.content","seem like islam state want aden"
"9782.content","rt carolmalouf brusselsattack"
"9783.content","read read read read read read palmyra"
"9784.content","rt baqiyahkhilafa can im limit dunya im live al akhira sheikh anwar alawlaki ra"
"9785.content","rt gareb"
"9786.content","rt jazrawijoulan break amaqag massiv martyrdom oper assault saudi coalit base aden kill"
"9787.content"," ever seen propaganda outlet relay loss"
"9788.content"," islam state state state news agenc far reuter afp interfax xinhua amaq welcom new era"
"9789.content","confirm alawit iranian militari enter tadmur think will withdraw tweet lol"
"9790.content","rt dieinyourrag islamicst fighter attack base belong arab coalit aden kill least coalitionprogress htt"
"9791.content","rt dieinyourrag amaqag break approxim kill dozen wound martyrdom oper haswah"
"9792.content","rt dieinyourrag isi aspect attack soldier khilafah near alkhayr militari airport m"
"9793.content","rt dieinyourrag amaqag isi wilayatalbarakah syrian soldier surrend islamicst forc deirezzor"
"9794.content","rt dieinyourrag break amaqag islamicst wilayatninawa martyrdom near kudilah makhmur southeast mosul ht"
"9795.content","show honest news agenc"
"9796.content"," islam state fight asad forc gather latakia south allepo dara etc khusra enjoin truce"
"9797.content","mousaalomar"
"9798.content","leithfadel sorri havent thank anyway how asad paid masdar press spout nonsens"
"9799.content","rt maghrebihd massiv inghimasi op southbaghdad led shia militia kill wound amp highrank offic kill"
"9800.content","ahahahaha"
"9801.content","rt shamirebel pictur biggest antiassad protest took place today islamisourreligion idlib citi"
"9802.content","islam state target saudi apost coalit anniversari decisivestorm lol"
"9803.content"," speech given around decemb date imag error"
"9804.content","rt maghrebihd everi time suppos kill local command brand isi n leader youd think ns n"
"9805.content","youll probabl see report made attack target soccer game target shia militia leader present"
"9806.content"," give clear pictur great work ramiallolah"
"9807.content","rt mrghost fsa air support battl isi north aleppo syria"
"9808.content"," number secur offic also target lot got kill"
"9809.content","d"
"9810.content","one mani soldier fighter polic elimin islam state today bomb south baghdad"
"9811.content","ramiallolah mousaalomar"
"9812.content","rt jazrawijoulan moment islam state locat elimin hashd shii command fighter footbal game"
"9813.content","rt jazrawijoulan progress fsa alqaesa dara lol air strike progress pathet syrian alqaeda love life"
"9814.content","drmakq mousaalomar"
"9815.content","rt jazrawijoulan beauti islam state citi rutba"
"9816.content","rt jazrawijoulan situat south west dara apost fsa alqaeda alli trap hayt town wonder galaxi fled dara"
"9817.content","watch sahawat naleppo make takbir us airplan fli head help"
"9818.content","rt jazrawijoulan one mani soldier fighter polic elimin islam state today bomb south baghdad"
"9819.content"," want point attent descript video say"
"9820.content","edasa mousaalomar"
"9821.content","jund allah soldier allah alhamdulillah"
"9822.content"," say plain fight support usl coalit sahawat think"
"9823.content","now peopl start understand truth"
"9824.content"," testifi kufr apostasi prais allah begin end"
"9825.content","islam state wilaya alkheir suffer suffer"
"9826.content","rt biladshammedia thelifeofabubaseeralhindi basirathon"
"9827.content","rt maghrebihd youll probabl see report made attack target soccer game target shia militia leader"
"9828.content","rt maghrebihd number secur offic also target lot got kill"
"9829.content","good one alhamdulillah"
"9830.content"," dog tell halal fight khawarij support us coalit dog fight side"
"9831.content","rt maghrebihd watch sahawat naleppo make takbir us airplan fli head help"
"9832.content","rt maghrebihd say plain fight support usl coalit sahawat think"
"9833.content","rt maghrebihd want point attent descript video say"
"9834.content"," safavid govern shia militia khawarij iraq sahawat filth end p video"
"9835.content","sararobiian mousaalomar"
"9836.content","prorevolut sourc airstrik s missil amp palmyra still stand islam state lion"
"9837.content","tailorrichard drmakq mousaalomar"
"9838.content","today martyrdom oper everywher alhamdulillah"
"9839.content","jeje"
"9840.content","edasa mousaalomar"
"9841.content","muslim celebr bomb brussel bomb countri past year"
"9842.content"," sheikh overjoy brussel attack live wit atroc year"
"9843.content","rt ajaltamimi syria liwa shuhada alyarmouk releas new set photo show control sahm aljowlan"
"9844.content","sakker yes right just ad said everywher hayyak allah akhi"
"9845.content","shaaban uja saa command artilleri battalion kill palmyra fight islam state"
"9846.content","edasa mousaalomar"
"9847.content","rt dieinyourrag"
"9848.content","rt maghrebihd shaaban uja saa command artilleri battalion kill palmyra fight islam state"
"9849.content","alhamdulillah"
"9850.content","shuhada alyarmouk dara post liber photo insid sahm joulan town captur jn"
"9851.content","alhamdulillah dont know love weak"
"9852.content","sakker good brother may allah protect"
"9853.content","uk parliament report bashar alassad amp opposit fight togeth"
"9854.content","rebel alreadi accept polit solut syria havent announc yet enjoy ur idlib north allepo countrysid idiot"
"9855.content"," follow news know head rebel naleppo amp daraa regim dz amp palmyra amp cooper come"
"9856.content","rt warreport prorevolut sourc favor isi occupi palmyra rather assad say isi brave resist russian strike"
"9857.content"," know leopold ii monarch king belgian kill million black peopl congo end th ccivil"
"9858.content"," valuesof cradl western civil indian know best black arab japanes hiroshimanagasakietc"
"9859.content","rt sandukankanack video show isra soldier shoot injur palestinian lie street freepalestin"
